,IP_B,confidence,IP_A
"('10108_24',)","('192.168.220.51',)",0.35294117647058826,"('10108_24',)"
"('10124_50',)","('192.168.220.47',)",0.4411764705882353,"('10124_50',)"
"('12978_27',)","('192.168.220.45',)",0.7352941176470589,"('12978_27',)"
"('12758_89',)","('192.168.210.54',)",0.6470588235294118,"('12758_89',)"
"('13338_52',)","('192.168.220.47',)",1.0,"('13338_52',)"
"('13378_205',)","('192.168.220.51',)",0.5882352941176471,"('13378_205',)"
"('13435_76',)","('192.168.220.51',)",1.0,"('13435_76',)"
"('13439_252',)","('192.168.210.55',)",1.0,"('13439_252',)"
"('13122_80',)","('192.168.220.47',)",1.0,"('13122_80',)"
"('10327_50',)","('192.168.220.45',)",1.0,"('10327_50',)"
"('10058_198',)","('192.168.210.48',)",0.7058823529411765,"('10058_198',)"
"('13869_49',)","('192.168.220.47',)",1.0,"('13869_49',)"
"('12779_125',)","('192.168.220.51',)",1.0,"('12779_125',)"
"('13875_92',)","('192.168.220.51',)",1.0,"('13875_92',)"
"('13877_169',)","('192.168.210.54',)",1.0,"('13877_169',)"
"('10373_44',)","('192.168.210.52',)",1.0,"('10373_44',)"
"('13988_187',)","('192.168.220.48',)",1.0,"('13988_187',)"
"('14017_120',)","('192.168.220.51',)",0.8235294117647058,"('14017_120',)"
"('14023_131',)","('192.168.220.50',)",1.0,"('14023_131',)"
"('10012_131',)","('192.168.220.50',)",1.0,"('10012_131',)"
"('14142_45',)","('192.168.220.51',)",1.0,"('14142_45',)"
"('14328_168',)","('192.168.220.50',)",0.5294117647058824,"('14328_168',)"
"('10764_59',)","('192.168.220.45',)",1.0,"('10764_59',)"
"('13774_115',)","('192.168.220.51',)",0.7647058823529411,"('13774_115',)"
"('14053_20',)","('192.168.220.51',)",0.7647058823529411,"('14053_20',)"
"('14429_174',)","('192.168.220.46',)",1.0,"('14429_174',)"
"('14472_78',)","('192.168.220.46',)",1.0,"('14472_78',)"
"('14595_214',)","('192.168.220.47',)",1.0,"('14595_214',)"
"('14603_154',)","('192.168.210.45',)",1.0,"('14603_154',)"
"('11357_233',)","('192.168.220.45',)",1.0,"('11357_233',)"
"('10987_235',)","('192.168.220.46',)",1.0,"('10987_235',)"
"('10328_181',)","('192.168.220.51',)",0.8285714285714286,"('10328_181',)"
"('12035_85',)","('192.168.220.47',)",1.0,"('12035_85',)"
"('11340_99',)","('192.168.220.47',)",1.0,"('11340_99',)"
"('11544_230',)","('192.168.220.42',)",0.37142857142857144,"('11544_230',)"
"('12273_12',)","('192.168.220.51',)",1.0,"('12273_12',)"
"('12454_24',)","('192.168.220.47',)",0.7428571428571429,"('12454_24',)"
"('10078_77',)","('192.168.220.48',)",0.4,"('10078_77',)"
"('10501_79',)","('192.168.220.43',)",1.0,"('10501_79',)"
"('13896_242',)","('192.168.210.47',)",0.8285714285714286,"('13896_242',)"
"('13999_215',)","('192.168.220.43',)",1.0,"('13999_215',)"
"('14024_180',)","('192.168.210.47',)",1.0,"('14024_180',)"
"('14329_99',)","('192.168.210.49',)",0.7142857142857143,"('14329_99',)"
"('10708_4',)","('192.168.220.49',)",0.5555555555555556,"('10708_4',)"
"('10088_46',)","('192.168.220.47',)",1.0,"('10088_46',)"
"('10541_247',)","('192.168.220.51',)",0.3333333333333333,"('10541_247',)"
"('11227_228',)","('192.168.210.56',)",1.0,"('11227_228',)"
"('10033_123',)","('192.168.210.53',)",0.5,"('10033_123',)"
"('11776_77',)","('192.168.220.50',)",1.0,"('11776_77',)"
"('11802_75',)","('192.168.220.47',)",1.0,"('11802_75',)"
"('11853_35',)","('192.168.220.49',)",1.0,"('11853_35',)"
"('11457_188',)","('192.168.220.51',)",0.3333333333333333,"('11457_188',)"
"('10392_35',)","('192.168.220.47',)",1.0,"('10392_35',)"
"('12034_28',)","('192.168.220.47',)",1.0,"('12034_28',)"
"('10320_170',)","('192.168.220.42',)",1.0,"('10320_170',)"
"('12421_98',)","('192.168.210.53',)",1.0,"('12421_98',)"
"('12433_172',)","('192.168.210.53',)",1.0,"('12433_172',)"
"('12510_214',)","('192.168.220.51',)",0.5,"('12510_214',)"
"('12652_209',)","('192.168.220.51',)",0.5,"('12652_209',)"
"('12662_190',)","('192.168.220.48',)",1.0,"('12662_190',)"
"('12666_224',)","('192.168.220.48',)",1.0,"('12666_224',)"
"('12687_11',)","('192.168.220.51',)",1.0,"('12687_11',)"
"('12738_221',)","('192.168.220.42',)",0.4444444444444444,"('12738_221',)"
"('10638_55',)","('192.168.210.54',)",0.3888888888888889,"('10638_55',)"
"('10694_116',)","('192.168.220.47',)",0.7777777777777778,"('10694_116',)"
"('10123_27',)","('192.168.210.47',)",0.7222222222222222,"('10123_27',)"
"('12923_206',)","('192.168.210.57',)",1.0,"('12923_206',)"
"('10088_105',)","('192.168.210.57',)",0.7222222222222222,"('10088_105',)"
"('13056_108',)","('192.168.220.46',)",0.7222222222222222,"('13056_108',)"
"('13083_20',)","('192.168.220.45',)",0.7222222222222222,"('13083_20',)"
"('11114_226',)","('192.168.220.47',)",0.4444444444444444,"('11114_226',)"
"('12198_161',)","('192.168.220.45',)",1.0,"('12198_161',)"
"('13171_54',)","('192.168.220.45',)",0.3333333333333333,"('13171_54',)"
"('10002_13',)","('192.168.220.47',)",0.7222222222222222,"('10002_13',)"
"('13303_41',)","('192.168.220.47',)",1.0,"('13303_41',)"
"('10243_47',)","('192.168.220.51',)",1.0,"('10243_47',)"
"('13303_58',)","('192.168.220.47',)",1.0,"('13303_58',)"
"('13353_39',)","('192.168.220.47',)",1.0,"('13353_39',)"
"('13356_142',)","('192.168.220.47',)",1.0,"('13356_142',)"
"('13359_58',)","('192.168.220.47',)",1.0,"('13359_58',)"
"('13370_210',)","('192.168.220.49',)",1.0,"('13370_210',)"
"('13392_117',)","('192.168.220.51',)",1.0,"('13392_117',)"
"('13420_186',)","('192.168.220.47',)",1.0,"('13420_186',)"
"('13500_247',)","('192.168.220.50',)",1.0,"('13500_247',)"
"('13520_198',)","('192.168.210.46',)",1.0,"('13520_198',)"
"('13694_12',)","('192.168.210.45',)",1.0,"('13694_12',)"
"('13455_159',)","('192.168.220.50',)",1.0,"('13455_159',)"
"('13300_227',)","('192.168.220.50',)",1.0,"('13300_227',)"
"('10138_83',)","('192.168.220.47',)",0.9444444444444444,"('10138_83',)"
"('11026_211',)","('192.168.210.50',)",1.0,"('11026_211',)"
"('13964_106',)","('192.168.220.48',)",1.0,"('13964_106',)"
"('14003_180',)","('192.168.220.43',)",1.0,"('14003_180',)"
"('14009_143',)","('192.168.220.51',)",0.7777777777777778,"('14009_143',)"
"('13243_27',)","('192.168.220.51',)",1.0,"('13243_27',)"
"('14022_1',)","('192.168.220.50',)",1.0,"('14022_1',)"
"('14045_50',)","('192.168.220.50',)",0.7777777777777778,"('14045_50',)"
"('10372_51',)","('192.168.220.51',)",0.8888888888888888,"('10372_51',)"
"('11312_29',)","('192.168.210.47',)",1.0,"('11312_29',)"
"('11690_205',)","('192.168.220.51',)",1.0,"('11690_205',)"
"('10661_23',)","('192.168.220.51',)",1.0,"('10661_23',)"
"('14265_252',)","('192.168.220.51',)",0.7222222222222222,"('14265_252',)"
"('14333_21',)","('192.168.210.49',)",1.0,"('14333_21',)"
"('10718_115',)","('192.168.220.51',)",1.0,"('10718_115',)"
"('12201_104',)","('192.168.220.47',)",1.0,"('12201_104',)"
"('14465_225',)","('192.168.220.51',)",1.0,"('14465_225',)"
"('14486_126',)","('192.168.210.56',)",1.0,"('14486_126',)"
"('14453_76',)","('192.168.220.51',)",1.0,"('14453_76',)"
"('14557_166',)","('192.168.220.45',)",1.0,"('14557_166',)"
"('10027_241',)","('192.168.220.48',)",1.0,"('10027_241',)"
"('10343_196',)","('192.168.220.51',)",1.0,"('10343_196',)"
"('14604_213',)","('192.168.210.45',)",1.0,"('14604_213',)"
"('14605_180',)","('192.168.220.47',)",1.0,"('14605_180',)"
"('14617_52',)","('192.168.210.48',)",1.0,"('14617_52',)"
"('10114_207',)","('192.168.210.55',)",0.32432432432432434,"('10114_207',)"
"('10088_246',)","('192.168.220.47',)",1.0,"('10088_246',)"
"('12040_80',)","('192.168.220.47',)",1.0,"('12040_80',)"
"('12163_40',)","('192.168.220.51',)",1.0,"('12163_40',)"
"('11177_110',)","('192.168.220.51',)",0.35135135135135137,"('11177_110',)"
"('12443_229',)","('192.168.210.53',)",1.0,"('12443_229',)"
"('11747_27',)","('192.168.220.42',)",0.4594594594594595,"('11747_27',)"
"('11859_139',)","('192.168.220.47',)",1.0,"('11859_139',)"
"('10343_145',)","('192.168.220.51',)",1.0,"('10343_145',)"
"('13357_121',)","('192.168.220.47',)",1.0,"('13357_121',)"
"('13449_153',)","('192.168.210.45',)",0.7027027027027027,"('13449_153',)"
"('11667_98',)","('192.168.210.45',)",1.0,"('11667_98',)"
"('13795_96',)","('192.168.220.42',)",1.0,"('13795_96',)"
"('12137_82',)","('192.168.220.50',)",0.7297297297297297,"('12137_82',)"
"('11340_40',)","('192.168.220.51',)",1.0,"('11340_40',)"
"('14288_207',)","('192.168.220.51',)",1.0,"('14288_207',)"
"('13644_103',)","('192.168.220.51',)",1.0,"('13644_103',)"
"('10372_93',)","('192.168.220.47',)",1.0,"('10372_93',)"
"('11137_89',)","('192.168.210.55',)",0.8421052631578947,"('11137_89',)"
"('10124_40',)","('192.168.220.49',)",0.3684210526315789,"('10124_40',)"
"('11249_50',)","('192.168.210.56',)",1.0,"('11249_50',)"
"('11258_69',)","('192.168.210.56',)",1.0,"('11258_69',)"
"('11282_80',)","('192.168.220.51',)",0.47368421052631576,"('11282_80',)"
"('11384_129',)","('192.168.220.42',)",0.3157894736842105,"('11384_129',)"
"('11472_51',)","('192.168.220.45',)",1.0,"('11472_51',)"
"('11795_155',)","('192.168.210.47',)",0.3684210526315789,"('11795_155',)"
"('11901_227',)","('192.168.220.47',)",0.7894736842105263,"('11901_227',)"
"('10343_140',)","('192.168.220.47',)",1.0,"('10343_140',)"
"('11649_83',)","('192.168.220.46',)",1.0,"('11649_83',)"
"('12090_156',)","('192.168.220.42',)",1.0,"('12090_156',)"
"('10088_184',)","('192.168.220.42',)",1.0,"('10088_184',)"
"('11182_36',)","('192.168.220.51',)",0.5789473684210527,"('11182_36',)"
"('10764_219',)","('192.168.220.51',)",1.0,"('10764_219',)"
"('10045_121',)","('192.168.210.54',)",0.42105263157894735,"('10045_121',)"
"('11500_209',)","('192.168.210.56',)",0.7368421052631579,"('11500_209',)"
"('10042_110',)","('192.168.220.50',)",0.5789473684210527,"('10042_110',)"
"('13056_115',)","('192.168.220.46',)",1.0,"('13056_115',)"
"('13149_136',)","('192.168.220.45',)",1.0,"('13149_136',)"
"('13173_138',)","('192.168.220.47',)",0.7368421052631579,"('13173_138',)"
"('13334_218',)","('192.168.220.47',)",1.0,"('13334_218',)"
"('10320_29',)","('192.168.220.47',)",1.0,"('10320_29',)"
"('13337_190',)","('192.168.220.47',)",1.0,"('13337_190',)"
"('11619_85',)","('192.168.210.46',)",1.0,"('11619_85',)"
"('12505_103',)","('192.168.220.51',)",0.631578947368421,"('12505_103',)"
"('13683_157',)","('192.168.210.45',)",1.0,"('13683_157',)"
"('13828_25',)","('192.168.220.43',)",1.0,"('13828_25',)"
"('13898_168',)","('192.168.210.55',)",1.0,"('13898_168',)"
"('10485_17',)","('192.168.220.51',)",1.0,"('10485_17',)"
"('13363_99',)","('192.168.220.51',)",1.0,"('13363_99',)"
"('14344_136',)","('192.168.220.47',)",1.0,"('14344_136',)"
"('13644_100',)","('192.168.220.51',)",1.0,"('13644_100',)"
"('12730_109',)","('192.168.220.45',)",1.0,"('12730_109',)"
"('10372_181',)","('192.168.220.42',)",1.0,"('10372_181',)"
"('14483_234',)","('192.168.210.56',)",1.0,"('14483_234',)"
"('10932_213',)","('192.168.220.47',)",1.0,"('10932_213',)"
"('11635_134',)","('192.168.220.47',)",0.7692307692307693,"('11635_134',)"
"('12221_122',)","('192.168.220.47',)",0.5128205128205128,"('12221_122',)"
"('12419_138',)","('192.168.210.53',)",0.8974358974358975,"('12419_138',)"
"('12634_130',)","('192.168.220.51',)",0.48717948717948717,"('12634_130',)"
"('12930_218',)","('192.168.220.45',)",1.0,"('12930_218',)"
"('13032_70',)","('192.168.220.50',)",1.0,"('13032_70',)"
"('13270_3',)","('192.168.220.50',)",1.0,"('13270_3',)"
"('13943_100',)","('192.168.220.49',)",1.0,"('13943_100',)"
"('14177_2',)","('192.168.220.51',)",1.0,"('14177_2',)"
"('14203_99',)","('192.168.220.51',)",1.0,"('14203_99',)"
"('14280_99',)","('192.168.220.51',)",1.0,"('14280_99',)"
"('13176_74',)","('192.168.220.44',)",1.0,"('13176_74',)"
"('10343_153',)","('192.168.210.45',)",1.0,"('10343_153',)"
"('14597_7',)","('192.168.220.51',)",1.0,"('14597_7',)"
"('10320_182',)","('192.168.220.47',)",1.0,"('10320_182',)"
"('10744_34',)","('192.168.220.47',)",1.0,"('10744_34',)"
"('11291_33',)","('192.168.220.47',)",0.65,"('11291_33',)"
"('11302_62',)","('192.168.220.47',)",0.3,"('11302_62',)"
"('11402_67',)","('192.168.220.47',)",1.0,"('11402_67',)"
"('11435_12',)","('192.168.220.42',)",1.0,"('11435_12',)"
"('10088_43',)","('192.168.210.45',)",1.0,"('10088_43',)"
"('10416_140',)","('192.168.220.47',)",0.8,"('10416_140',)"
"('10110_52',)","('192.168.220.47',)",0.75,"('10110_52',)"
"('10708_252',)","('192.168.210.53',)",0.8,"('10708_252',)"
"('11668_140',)","('192.168.220.51',)",0.6,"('11668_140',)"
"('10202_35',)","('192.168.220.51',)",0.85,"('10202_35',)"
"('11010_233',)","('192.168.210.46',)",1.0,"('11010_233',)"
"('10708_12',)","('192.168.210.55',)",1.0,"('10708_12',)"
"('10541_252',)","('192.168.220.49',)",0.3,"('10541_252',)"
"('11649_27',)","('192.168.210.55',)",1.0,"('11649_27',)"
"('11876_210',)","('192.168.220.47',)",1.0,"('11876_210',)"
"('11278_44',)","('192.168.220.47',)",1.0,"('11278_44',)"
"('10307_78',)","('192.168.220.47',)",0.75,"('10307_78',)"
"('12120_66',)","('192.168.220.42',)",1.0,"('12120_66',)"
"('10371_24',)","('192.168.220.51',)",0.775,"('10371_24',)"
"('12214_198',)","('192.168.210.54',)",1.0,"('12214_198',)"
"('10708_196',)","('192.168.220.47',)",0.8,"('10708_196',)"
"('10244_204',)","('192.168.210.52',)",1.0,"('10244_204',)"
"('11500_106',)","('192.168.210.56',)",0.85,"('11500_106',)"
"('12833_66',)","('192.168.210.47',)",1.0,"('12833_66',)"
"('12951_246',)","('192.168.220.42',)",1.0,"('12951_246',)"
"('10343_44',)","('192.168.220.51',)",1.0,"('10343_44',)"
"('10343_132',)","('192.168.220.51',)",0.8,"('10343_132',)"
"('10390_3',)","('192.168.210.57',)",0.3,"('10390_3',)"
"('13091_232',)","('192.168.220.43',)",1.0,"('13091_232',)"
"('13189_176',)","('192.168.210.54',)",0.65,"('13189_176',)"
"('10373_33',)","('192.168.220.50',)",1.0,"('10373_33',)"
"('13258_73',)","('192.168.220.50',)",1.0,"('13258_73',)"
"('13382_2',)","('192.168.220.50',)",0.45,"('13382_2',)"
"('13603_4',)","('192.168.220.47',)",1.0,"('13603_4',)"
"('11472_16',)","('192.168.220.51',)",1.0,"('11472_16',)"
"('11685_156',)","('192.168.220.51',)",1.0,"('11685_156',)"
"('14165_201',)","('192.168.210.54',)",1.0,"('14165_201',)"
"('14274_5',)","('192.168.220.50',)",0.85,"('14274_5',)"
"('14321_8',)","('192.168.220.51',)",1.0,"('14321_8',)"
"('10310_3',)","('192.168.220.51',)",1.0,"('10310_3',)"
"('10088_21',)","('192.168.210.46',)",1.0,"('10088_21',)"
"('10718_132',)","('192.168.220.45',)",1.0,"('10718_132',)"
"('11364_13',)","('192.168.210.56',)",1.0,"('11364_13',)"
"('10708_116',)","('192.168.220.47',)",1.0,"('10708_116',)"
"('14564_166',)","('192.168.220.51',)",1.0,"('14564_166',)"
"('10862_111',)","('192.168.220.51',)",1.0,"('10862_111',)"
"('14616_34',)","('192.168.210.48',)",1.0,"('14616_34',)"
"('10036_30',)","('192.168.210.54',)",0.5609756097560976,"('10036_30',)"
"('10208_50',)","('192.168.210.46',)",0.3170731707317073,"('10208_50',)"
"('10861_144',)","('192.168.220.51',)",0.34146341463414637,"('10861_144',)"
"('11936_85',)","('192.168.220.51',)",0.7560975609756098,"('11936_85',)"
"('12452_254',)","('192.168.220.47',)",0.8780487804878049,"('12452_254',)"
"('13262_3',)","('192.168.220.50',)",1.0,"('13262_3',)"
"('13844_113',)","('192.168.210.55',)",0.8048780487804879,"('13844_113',)"
"('13631_71',)","('192.168.210.49',)",1.0,"('13631_71',)"
"('14158_19',)","('192.168.210.54',)",1.0,"('14158_19',)"
"('14194_241',)","('192.168.220.51',)",1.0,"('14194_241',)"
"('13194_61',)","('192.168.220.46',)",1.0,"('13194_61',)"
"('14503_15',)","('192.168.210.49',)",1.0,"('14503_15',)"
"('14506_61',)","('192.168.210.49',)",1.0,"('14506_61',)"
"('10022_204',)","('192.168.210.26',)",0.2857142857142857,"('10022_204',)"
"('10003_80',)","('192.168.210.46',)",0.7619047619047619,"('10003_80',)"
"('11027_202',)","('192.168.220.51',)",0.2857142857142857,"('11027_202',)"
"('11336_141',)","('192.168.220.45',)",0.3333333333333333,"('11336_141',)"
"('11431_158',)","('192.168.210.52',)",0.5476190476190477,"('11431_158',)"
"('11189_132',)","('192.168.220.46',)",1.0,"('11189_132',)"
"('10035_5',)","('192.168.210.45',)",0.30952380952380953,"('10035_5',)"
"('11779_254',)","('192.168.210.57',)",1.0,"('11779_254',)"
"('10512_71',)","('192.168.210.52',)",0.5714285714285714,"('10512_71',)"
"('10088_41',)","('192.168.220.42',)",1.0,"('10088_41',)"
"('12118_143',)","('192.168.220.42',)",1.0,"('12118_143',)"
"('12677_27',)","('192.168.210.46',)",0.7619047619047619,"('12677_27',)"
"('12689_230',)","('192.168.220.51',)",1.0,"('12689_230',)"
"('12701_55',)","('192.168.220.51',)",1.0,"('12701_55',)"
"('12826_86',)","('192.168.220.47',)",0.7142857142857143,"('12826_86',)"
"('12961_85',)","('192.168.220.51',)",0.2857142857142857,"('12961_85',)"
"('13055_59',)","('192.168.220.46',)",0.7619047619047619,"('13055_59',)"
"('13075_139',)","('192.168.220.51',)",1.0,"('13075_139',)"
"('10058_167',)","('192.168.210.45',)",0.9047619047619048,"('10058_167',)"
"('11619_3',)","('192.168.220.45',)",1.0,"('11619_3',)"
"('13313_20',)","('192.168.220.51',)",1.0,"('13313_20',)"
"('10057_228',)","('192.168.220.49',)",1.0,"('10057_228',)"
"('11768_23',)","('192.168.220.50',)",1.0,"('11768_23',)"
"('11958_36',)","('192.168.220.51',)",0.8571428571428571,"('11958_36',)"
"('11649_197',)","('192.168.220.47',)",1.0,"('11649_197',)"
"('13505_18',)","('192.168.220.51',)",1.0,"('13505_18',)"
"('13524_115',)","('192.168.210.46',)",1.0,"('13524_115',)"
"('11685_217',)","('192.168.220.51',)",1.0,"('11685_217',)"
"('13834_201',)","('192.168.210.57',)",0.6190476190476191,"('13834_201',)"
"('13836_24',)","('192.168.210.47',)",1.0,"('13836_24',)"
"('14086_196',)","('192.168.210.47',)",1.0,"('14086_196',)"
"('11312_86',)","('192.168.210.47',)",1.0,"('11312_86',)"
"('14133_17',)","('192.168.220.51',)",1.0,"('14133_17',)"
"('11690_23',)","('192.168.220.51',)",1.0,"('11690_23',)"
"('10234_252',)","('192.168.220.51',)",1.0,"('10234_252',)"
"('10027_240',)","('192.168.210.49',)",0.5714285714285714,"('10027_240',)"
"('14407_47',)","('192.168.220.48',)",1.0,"('14407_47',)"
"('14408_60',)","('192.168.220.51',)",1.0,"('14408_60',)"
"('10088_34',)","('192.168.210.56',)",1.0,"('10088_34',)"
"('12928_104',)","('192.168.220.51',)",1.0,"('12928_104',)"
"('10118_164',)","('192.168.210.49',)",1.0,"('10118_164',)"
"('11042_39',)","('192.168.220.42',)",1.0,"('11042_39',)"
"('11907_123',)","('192.168.220.47',)",1.0,"('11907_123',)"
"('12037_194',)","('192.168.210.56',)",1.0,"('12037_194',)"
"('11751_78',)","('192.168.220.42',)",0.3023255813953488,"('11751_78',)"
"('10189_166',)","('192.168.220.49',)",0.8837209302325582,"('10189_166',)"
"('10189_145',)","('192.168.220.51',)",0.7441860465116279,"('10189_145',)"
"('13693_173',)","('192.168.210.45',)",0.8837209302325582,"('13693_173',)"
"('10469_43',)","('192.168.210.55',)",1.0,"('10469_43',)"
"('11123_33',)","('192.168.210.55',)",1.0,"('11123_33',)"
"('11167_164',)","('192.168.210.55',)",1.0,"('11167_164',)"
"('11560_126',)","('192.168.220.47',)",1.0,"('11560_126',)"
"('10789_52',)","('192.168.210.48',)",1.0,"('10789_52',)"
"('10760_30',)","('192.168.220.46',)",0.2727272727272727,"('10760_30',)"
"('10321_2',)","('192.168.220.51',)",0.36363636363636365,"('10321_2',)"
"('10088_254',)","('192.168.220.42',)",0.7727272727272727,"('10088_254',)"
"('12149_203',)","('192.168.220.42',)",1.0,"('12149_203',)"
"('11192_67',)","('192.168.220.46',)",1.0,"('11192_67',)"
"('12775_132',)","('192.168.220.51',)",0.7272727272727273,"('12775_132',)"
"('10708_68',)","('192.168.220.50',)",1.0,"('10708_68',)"
"('10098_8',)","('192.168.220.50',)",0.8636363636363636,"('10098_8',)"
"('12967_228',)","('192.168.220.47',)",0.2727272727272727,"('12967_228',)"
"('11841_160',)","('192.168.210.47',)",0.8636363636363636,"('11841_160',)"
"('13348_118',)","('192.168.220.51',)",1.0,"('13348_118',)"
"('12975_61',)","('192.168.220.51',)",1.0,"('12975_61',)"
"('13544_126',)","('192.168.210.52',)",1.0,"('13544_126',)"
"('11037_35',)","('192.168.220.51',)",1.0,"('11037_35',)"
"('14014_100',)","('192.168.220.51',)",1.0,"('14014_100',)"
"('14083_199',)","('192.168.220.51',)",1.0,"('14083_199',)"
"('14491_90',)","('192.168.210.48',)",1.0,"('14491_90',)"
"('14501_250',)","('192.168.210.49',)",1.0,"('14501_250',)"
"('10813_232',)","('192.168.220.51',)",1.0,"('10813_232',)"
"('12792_184',)","('192.168.220.47',)",0.6444444444444445,"('12792_184',)"
"('10823_207',)","('192.168.220.51',)",1.0,"('10823_207',)"
"('13862_72',)","('192.168.210.49',)",1.0,"('13862_72',)"
"('13631_82',)","('192.168.220.51',)",1.0,"('13631_82',)"
"('10198_96',)","('192.168.210.47',)",1.0,"('10198_96',)"
"('10744_35',)","('192.168.220.51',)",1.0,"('10744_35',)"
"('10299_68',)","('192.168.220.47',)",1.0,"('10299_68',)"
